protocol,transfer_rate,avg_pkt_size,host_ratio,host_num,diff_port_num,diff_sport_num,opp_ratio,label
icmp,1913.25,42,0.5,1,1,1,1.0,icmpflood
icmp,576.39,98,0.12,1,1,1,0.92,icmpflood
tcp,0.74,74,1.0,1,87,1,1.0,portscan
udp,2638.78,62,1.0,1,1,1,0.0,udpflood
icmp,12736.25,106,0.2,1,1,1,1.0,icmpflood
icmp,2582.19,42,0.5,1,1,1,1.0,icmpflood
icmp,0.24,98,0.8,10,1,1,1.0,ipsweep
icmp,0.87,98,1.0,14,1,1,1.0,ipsweep
icmp,43.05,1502,0.33,1,1,1,0.99,pingofdeath
tcp,0.86,74,0.33,1,95,1,1.0,portscan
icmp,338.46,54,0.25,1,1,1,0.67,icmpflood
icmp,13413.08,42,1.0,1,1,1,1.0,icmpflood
icmp,25.84,1444,0.11,1,1,1,1.0,pingofdeath
tcp,0.82,54,0.33,1,137,137,1.0,tcpsynflood
icmp,8800.84,42,0.2,1,1,1,0.83,icmpflood
icmp,0.16,98,0.2,1,1,1,1.0,normal
tcp,0.64,54,0.2,1,279,279,1.0,tcpsynflood
icmp,449.85,98,0.33,1,1,1,0.95,icmpflood
tcp,0.0,931,1.0,1,2,1,1.0,normal
tcp,0.37,74,1.0,1,98,1,1.0,portscan
udp,0.24,42,1.0,1,228,1,0.0,portscan
udp,0.22,96,1.0,1,46,1,1.0,normal
udp,11664.08,62,1.0,1,1,1,0.0,udpflood
tcp,0.63,74,0.33,1,1031,1,1.0,portscan
udp,1844.87,42,0.5,1,1,1,0.0,udpflood
tcp,0.98,54,0.2,1,791,791,1.0,tcpsynflood
tcp,0.9,74,1.0,1,886,1,1.0,portscan
icmp,1751.48,106,1.0,1,1,1,1.0,icmpflood
udp,0.81,42,1.0,1,627,3,0.0,portscan
udp,1006.44,42,0.33,1,1,1,0.0,udpflood
tcp,0.99,74,0.2,1,633,1,1.0,portscan
icmp,0.37,98,1.0,16,1,1,0.75,ipsweep
tcp,0.75,54,0.5,1,135,135,1.0,tcpsynflood
icmp,10994.46,42,0.5,1,1,1,1.0,icmpflood
udp,0.17,120,0.33,1,67,1,1.0,normal
tcp,1.06,58,0.2,1,1245,1,1.0,portscan
tcp,0.46,54,0.25,1,279,279,1.0,tcpsynflood
tcp,1.26,87,1.0,1,13,1,0.72,normal
icmp,0.29,98,1.0,8,1,1,1.0,ipsweep
icmp,1204.82,42,0.25,1,1,1,1.0,icmpflood
tcp,1.04,110,1.0,1,48,1,0.1,portscan
icmp,0.62,85,0.8,8,1,1,1.0,ipsweep
udp,4310.8,52,0.2,1,1,1,0.0,udpflood
tcp,0.95,58,1.0,1,352,2,1.0,portscan
tcp,2.83,498,0.33,1,2,1,1.0,normal
icmp,1392.7,42,0.17,1,1,1,0.8,icmpflood
icmp,0.75,98,1.0,12,1,1,1.0,ipsweep
icmp,112.88,1539,1.0,1,1,1,1.0,pingofdeath
tcp,0.85,109,0.33,1,77,1,0.5,portscan
tcp,0.69,807,0.33,1,2,1,1.0,normal
udp,0.1,146,0.33,1,63,1,1.0,normal
tcp,1.05,144,0.25,1,53,1,1.0,portscan
udp,3585.18,42,0.33,1,1,1,0.0,udpflood
udp,0.11,104,1.0,1,46,1,1.0,normal
udp,1462.71,42,1.0,1,1,1,0.0,udpflood
tcp,0.34,74,1.0,1,215,2,1.0,portscan
icmp,343.77,42,0.33,1,1,1,1.0,icmpflood
udp,15692.75,62,0.5,1,1,1,0.0,udpflood
tcp,0.58,74,1.0,1,972,1,1.0,portscan
tcp,0.48,54,0.33,1,61,61,1.0,tcpsynflood
tcp,0.27,92,0.5,1,670,670,1.0,tcpsynflood
icmp,11316.99,106,0.25,1,1,1,1.0,icmpflood
udp,3187.63,42,1.0,1,1,1,0.0,udpflood
tcp,2.43,2071,0.33,1,2,1,0.93,normal
tcp,0.25,54,0.5,1,300,300,1.0,tcpsynflood
tcp,4.78,1527,1.0,1,2,1,0.88,normal
udp,0.17,133,1.0,1,67,1,1.0,normal
tcp,0.08,54,1.0,1,2,1,1.0,normal
tcp,0.13,54,0.14,1,107,107,1.0,tcpsynflood
tcp,0.77,54,0.5,1,424,424,1.0,tcpsynflood
udp,5309.04,42,1.0,1,1,1,0.0,udpflood
udp,4449.57,42,0.5,1,1,1,0.0,udpflood
tcp,8.32,807,1.0,1,2,1,1.0,normal
icmp,2475.62,42,0.33,1,1,1,1.0,icmpflood
icmp,12681.49,106,0.33,1,1,1,1.0,icmpflood
udp,2178.63,42,0.33,1,1,1,0.0,udpflood
udp,2162.95,42,1.0,1,1,1,0.0,udpflood
icmp,6495.95,42,0.33,1,1,1,0.99,icmpflood
icmp,0.94,78,0.94,19,1,1,1.0,ipsweep
icmp,12900.33,42,1.0,1,1,1,1.0,icmpflood
icmp,10.36,1544,1.0,2,1,1,1.0,pingofdeath
tcp,0.86,54,0.5,1,187,187,1.0,tcpsynflood
udp,6612.14,42,0.2,1,1,1,0.0,udpflood
icmp,0.28,78,0.94,16,1,1,1.0,ipsweep
tcp,2.39,6356,1.0,1,13,1,1.0,normal
tcp,10.2,1609,0.33,1,1,1,0.72,normal
tcp,0.81,74,1.0,1,1116,1,1.0,portscan
tcp,0.51,74,0.2,1,666,1,1.0,portscan
tcp,0.36,54,0.5,1,132,132,1.0,tcpsynflood
tcp,0.17,54,0.5,1,135,135,1.0,tcpsynflood
udp,12155.06,42,0.5,1,1,1,0.0,udpflood
icmp,0.73,98,0.8,6,1,1,1.0,ipsweep
tcp,0.46,54,1.0,1,1252,1252,1.0,tcpsynflood
udp,8035.5,42,0.5,1,1,1,0.0,udpflood
tcp,0.87,54,0.5,1,378,378,1.0,tcpsynflood
udp,0.56,42,0.5,1,539,3,0.0,portscan
icmp,283.54,98,0.12,1,1,1,0.92,icmpflood
tcp,0.49,54,1.0,1,462,462,1.0,tcpsynflood
udp,8878.58,42,0.5,1,1,1,0.0,udpflood
tcp,0.88,54,0.25,1,374,374,1.0,tcpsynflood
tcp,0.6,117,1.0,1,3,1,1.0,normal
tcp,0.7,54,0.2,1,103,103,1.0,tcpsynflood
udp,0.86,119,1.0,1,29,1,1.0,normal
udp,17730.71,42,1.0,1,1,1,0.0,udpflood
udp,0.2,145,0.33,1,67,1,0.5,normal
tcp,0.3,54,0.33,1,1,1,1.0,normal
udp,0.9,42,1.0,1,781,2,0.0,portscan
icmp,4383.98,42,0.5,1,1,1,1.0,icmpflood
udp,0.0,96,1.0,1,29,1,1.0,normal
tcp,0.32,114,1.0,1,1,1,0.75,normal
icmp,1.08,98,0.87,13,1,1,1.0,ipsweep
icmp,1319.88,42,0.5,1,1,1,1.0,icmpflood
icmp,108.62,1418,1.0,1,1,1,1.0,pingofdeath
tcp,0.0,512,0.5,1,7,1,1.0,normal
tcp,0.14,54,1.0,1,2,1,1.0,normal
tcp,0.43,54,0.2,1,192,192,1.0,tcpsynflood
icmp,0.58,98,0.8,13,1,1,1.0,ipsweep
icmp,134.93,1431,1.0,1,1,1,0.99,pingofdeath
icmp,0.22,98,0.5,1,1,1,1.0,normal
icmp,659.05,42,0.5,1,1,1,0.99,icmpflood
tcp,0.17,54,1.0,1,1,1,1.0,normal
icmp,100.57,1487,0.25,1,1,1,1.0,pingofdeath
udp,0.93,158,1.0,2,11,1,0.33,normal
icmp,1166.75,98,0.25,1,1,1,1.0,icmpflood
tcp,0.45,54,0.5,1,447,447,1.0,tcpsynflood
udp,0.73,42,0.5,1,1066,6,0.0,portscan
udp,1623.84,42,1.0,1,1,1,0.0,udpflood
icmp,0.75,78,1.0,18,1,1,1.0,ipsweep
udp,0.93,42,1.0,1,214,6,0.0,portscan
icmp,0.7,98,0.82,11,1,1,1.0,ipsweep
icmp,89.95,1384,1.0,1,1,1,1.0,pingofdeath
tcp,2.41,576,1.0,1,2,1,0.77,normal
icmp,59075.41,42,0.5,1,1,1,1.0,icmpflood
tcp,0.85,54,0.2,1,211,211,1.0,tcpsynflood
icmp,0.73,98,1.0,17,1,1,0.62,ipsweep
icmp,2745.07,106,0.25,1,1,1,1.0,icmpflood
tcp,0.36,704,0.5,1,3,1,1.0,normal
tcp,2.32,596,1.0,1,4,1,1.0,normal
tcp,0.11,54,0.2,1,181,181,1.0,tcpsynflood
udp,0.8,86,1.0,1,1,1,1.0,normal
icmp,0.36,98,0.78,19,1,1,0.62,ipsweep
tcp,0.81,54,0.5,1,908,908,1.0,tcpsynflood
tcp,1.06,54,0.5,1,316,316,1.0,tcpsynflood
icmp,1141.64,98,0.33,1,1,1,0.15,icmpflood
udp,658.64,62,1.0,1,1,1,0.0,udpflood
icmp,64783.61,42,0.5,1,1,1,1.0,icmpflood
tcp,0.0,606,1.0,1,2,1,0.81,normal
tcp,0.67,54,0.5,1,382,382,1.0,tcpsynflood
tcp,0.59,136,1.0,1,75,1,1.0,portscan
tcp,0.08,54,0.2,1,200,200,0.5,tcpsynflood
tcp,0.59,74,1.0,1,565,1,1.0,portscan
icmp,1.14,78,0.94,20,1,1,1.0,ipsweep
udp,0.38,42,1.0,1,432,7,0.0,portscan
udp,1250.51,94,0.5,1,1,1,0.0,udpflood
icmp,389.63,106,0.5,1,1,1,0.98,icmpflood
tcp,0.4,74,0.5,1,1029,1,1.0,portscan
tcp,0.33,74,1.0,1,684,1,1.0,portscan
tcp,0.41,54,1.0,1,296,296,1.0,tcpsynflood
tcp,1.06,786,1.0,1,4,1,1.0,normal
icmp,154.73,1537,1.0,1,1,1,1.0,pingofdeath
tcp,1.57,468,0.33,1,2,1,0.82,normal
tcp,0.29,54,0.2,1,60,60,1.0,tcpsynflood
tcp,0.37,54,1.0,1,1105,1105,1.0,tcpsynflood
udp,0.58,42,1.0,1,584,4,0.0,portscan
icmp,174.78,1554,1.0,1,1,1,1.0,pingofdeath
udp,0.31,160,1.0,2,11,1,1.0,normal
udp,5931.77,62,1.0,1,1,1,0.0,udpflood
tcp,0.79,54,0.5,1,91,91,1.0,tcpsynflood
icmp,153.52,1366,1.0,1,1,1,1.0,pingofdeath
tcp,3.07,676,1.0,1,1,1,1.0,normal
udp,0.9,140,1.0,1,90,2,0.0,portscan
udp,0.19,42,1.0,1,743,5,0.0,portscan
tcp,0.77,127,0.33,1,506,506,1.0,tcpsynflood
udp,0.47,42,0.5,1,909,4,0.0,portscan
udp,0.09,138,0.33,1,63,1,1.0,normal
icmp,100.53,1376,1.0,1,1,1,0.99,pingofdeath
udp,3293.36,42,0.33,1,1,1,0.0,udpflood
tcp,0.0,554,1.0,1,1,1,0.93,normal
udp,0.14,180,1.0,1,67,1,1.0,normal
tcp,0.64,54,1.0,1,972,972,1.0,tcpsynflood
icmp,356.56,98,1.0,1,1,1,0.92,icmpflood
tcp,72.91,2131,1.0,1,7,1,0.52,normal
tcp,0.47,54,1.0,1,1,1,1.0,normal
icmp,127.4,1403,0.12,1,1,1,0.98,pingofdeath
icmp,0.86,98,0.69,9,1,1,1.0,ipsweep
udp,1808.51,42,1.0,1,1,1,0.0,udpflood
udp,8922.27,62,1.0,1,1,1,0.0,udpflood
icmp,1.04,98,0.88,16,1,1,1.0,ipsweep
udp,0.51,42,1.0,1,503,4,0.0,portscan
icmp,155.81,1429,1.0,1,1,1,1.0,pingofdeath
udp,0.11,191,0.33,1,63,1,1.0,normal
udp,3721.99,62,1.0,1,1,1,0.0,udpflood
icmp,2227.19,42,1.0,1,1,1,0.89,icmpflood
udp,11257.93,62,1.0,1,1,1,0.0,udpflood
tcp,0.92,54,1.0,1,1174,1174,1.0,tcpsynflood
icmp,0.95,98,0.85,22,1,1,1.0,ipsweep
icmp,97.51,1574,1.0,1,1,1,0.99,pingofdeath
tcp,0.48,782,0.33,1,2,1,0.89,normal
udp,1253.48,62,0.5,1,1,1,0.0,udpflood
icmp,487.61,98,0.33,1,1,1,0.98,icmpflood
udp,0.26,42,1.0,1,176,6,0.0,portscan
udp,0.43,118,1.0,1,67,1,1.0,normal
icmp,13178.8,42,0.5,1,1,1,1.0,icmpflood
udp,3272.48,62,0.5,1,1,1,0.0,udpflood
icmp,347.03,42,0.2,1,1,1,1.0,icmpflood
tcp,0.71,704,0.5,1,3,1,1.0,normal
icmp,429.51,98,0.5,1,1,1,1.0,icmpflood
icmp,438.38,98,0.25,1,1,1,1.0,icmpflood
icmp,1754.7,106,1.0,1,1,1,0.55,icmpflood
tcp,0.5,74,1.0,1,1120,1,1.0,portscan
udp,0.09,130,0.33,1,63,1,1.0,normal
tcp,0.81,54,0.25,1,705,705,1.0,tcpsynflood
tcp,1.59,563,0.33,1,1,1,1.0,normal
tcp,0.77,54,1.0,1,1990,1990,1.0,tcpsynflood
icmp,0.31,75,1.0,8,1,1,1.0,ipsweep
tcp,0.39,54,1.0,1,515,515,1.0,tcpsynflood
tcp,0.21,54,0.2,1,236,236,1.0,tcpsynflood
icmp,4191.45,42,0.2,1,1,1,1.0,icmpflood
udp,0.68,42,1.0,1,190,5,0.0,portscan
udp,0.12,113,1.0,2,22,1,1.0,normal
tcp,0.75,74,1.0,1,476,1,1.0,portscan
icmp,0.62,75,0.89,21,1,1,1.0,ipsweep
icmp,0.31,85,0.8,10,1,1,1.0,ipsweep
icmp,5637.97,106,0.25,1,1,1,1.0,icmpflood
icmp,0.53,98,0.82,9,1,1,1.0,ipsweep
tcp,4.26,939,1.0,1,2,1,1.0,normal
udp,0.1,133,0.33,1,67,1,1.0,normal
tcp,0.0,287,1.0,1,2,1,0.87,normal
icmp,952.12,42,0.33,1,1,1,1.0,icmpflood
tcp,0.65,54,0.2,1,991,991,1.0,tcpsynflood
tcp,0.21,58,1.0,1,876,1,1.0,portscan
tcp,0.71,54,0.33,1,426,426,1.0,tcpsynflood
tcp,0.2,54,1.0,1,383,383,1.0,tcpsynflood
tcp,0.42,74,0.5,1,1102,1,1.0,portscan
udp,6750.48,42,0.2,1,1,1,0.0,udpflood
tcp,0.98,74,1.0,1,357,1,1.0,portscan
tcp,0.61,58,0.5,1,378,1,1.0,portscan
tcp,5.82,470,1.0,1,1,1,1.0,normal
tcp,0.33,54,1.0,1,258,258,1.0,tcpsynflood
icmp,2332.25,42,1.0,1,1,1,0.15,icmpflood
icmp,173.02,1396,1.0,1,1,1,1.0,pingofdeath
udp,0.46,42,1.0,1,1145,1,0.0,portscan
udp,292.58,42,0.25,1,1,1,0.0,udpflood
tcp,0.4,54,1.0,1,910,910,1.0,tcpsynflood
tcp,0.57,127,1.0,1,31,1,1.0,portscan
tcp,0.48,74,1.0,1,698,2,1.0,portscan
icmp,1805.22,42,1.0,1,1,1,1.0,icmpflood
tcp,0.69,85,1.0,1,705,705,1.0,tcpsynflood
udp,0.07,156,0.33,1,63,1,1.0,normal
icmp,1.18,98,0.69,12,1,1,1.0,ipsweep
tcp,0.73,54,0.25,1,114,114,1.0,tcpsynflood
icmp,0.7,98,0.93,19,1,1,1.0,ipsweep
udp,7239.33,42,1.0,1,1,1,0.0,udpflood
icmp,8459.92,42,0.33,1,1,1,1.0,icmpflood
tcp,0.48,702,1.0,1,6,1,1.0,normal
tcp,0.12,54,1.0,1,357,357,1.0,tcpsynflood
tcp,0.21,58,1.0,1,2,1,1.0,normal
tcp,0.99,54,0.5,1,1247,1247,1.0,tcpsynflood
udp,138.33,42,1.0,1,1,1,0.0,udpflood
udp,3562.04,62,0.33,1,1,1,0.0,udpflood
udp,12840.18,42,0.2,1,1,1,0.0,udpflood
tcp,0.2,627,0.33,1,7,1,1.0,normal
icmp,0.91,98,0.88,12,1,1,0.62,ipsweep
icmp,3561.75,42,0.33,1,1,1,0.98,icmpflood
tcp,1.01,472,1.0,1,1,1,1.0,normal
icmp,1849.31,42,0.25,1,1,1,1.0,icmpflood
tcp,0.9,74,1.0,1,516,2,1.0,portscan
icmp,0.51,98,0.69,8,1,1,1.0,ipsweep
udp,15180.1,62,0.17,1,1,1,0.0,udpflood
udp,0.81,111,1.0,2,22,1,1.0,normal
icmp,0.54,98,0.82,18,1,1,1.0,ipsweep
tcp,0.83,74,1.0,1,756,1,1.0,portscan
icmp,758.84,98,0.25,1,1,1,1.0,icmpflood
icmp,1052.27,42,0.5,1,1,1,1.0,icmpflood
tcp,1.45,477,0.33,1,1,1,1.0,normal
icmp,0.49,98,0.2,1,1,1,1.0,normal
tcp,1.45,404,0.33,1,2,1,0.89,normal
tcp,1.18,54,1.0,1,390,390,1.0,tcpsynflood
icmp,75411.62,42,0.2,1,1,1,1.0,icmpflood
tcp,0.74,54,1.0,1,845,845,1.0,tcpsynflood
udp,3149.52,52,1.0,1,1,1,0.0,udpflood
udp,9923.15,42,0.33,1,1,1,0.0,udpflood
udp,0.05,135,0.33,1,63,1,1.0,normal
udp,0.18,143,1.0,1,46,1,1.0,normal
icmp,1378.95,42,1.0,1,1,1,1.0,icmpflood
udp,4452.41,102,0.33,1,1,1,0.0,udpflood
tcp,0.29,74,1.0,1,767,1,1.0,portscan
udp,1764.9,62,1.0,1,1,1,0.0,udpflood
icmp,855.56,75,0.25,1,1,1,1.0,icmpflood
tcp,68.1,2208,1.0,1,2,1,0.66,normal
udp,5908.6,62,1.0,1,1,1,0.0,udpflood
tcp,1.0,54,0.33,1,652,652,1.0,tcpsynflood
udp,2126.75,101,0.17,1,1,1,0.0,udpflood
tcp,1.18,54,1.0,1,151,151,1.0,tcpsynflood
icmp,68.96,1414,1.0,1,1,1,1.0,pingofdeath
udp,0.17,105,0.33,1,67,1,1.0,normal
tcp,0.49,627,1.0,1,7,1,1.0,normal
tcp,0.82,54,1.0,1,438,438,1.0,tcpsynflood
icmp,1190.47,98,1.0,1,1,1,1.0,icmpflood
icmp,629.79,98,0.33,1,1,1,0.99,icmpflood
tcp,0.09,74,0.5,1,391,1,1.0,portscan
tcp,0.5,74,0.5,1,82,1,1.0,portscan
udp,0.07,180,0.33,1,63,1,1.0,normal
tcp,0.28,54,0.5,1,421,421,0.75,tcpsynflood
udp,7625.64,42,0.5,1,1,1,0.0,udpflood
icmp,128.88,42,0.2,1,1,1,1.0,icmpflood
tcp,1.11,554,0.33,1,1,1,0.93,normal
tcp,0.78,74,1.0,1,186,2,1.0,portscan
udp,0.33,130,1.0,1,67,1,1.0,normal
icmp,0.79,98,0.86,9,1,1,1.0,ipsweep
tcp,0.56,54,0.5,1,52,52,1.0,tcpsynflood
tcp,0.15,54,0.33,1,113,113,1.0,tcpsynflood
icmp,2185.12,42,1.0,1,1,1,1.0,icmpflood
icmp,0.82,98,0.8,9,1,1,1.0,ipsweep
udp,0.12,101,0.33,1,63,1,1.0,normal
tcp,0.34,54,1.0,1,349,349,1.0,tcpsynflood
icmp,138.18,1346,1.0,1,1,1,1.0,pingofdeath
icmp,681.01,106,0.5,1,1,1,0.97,icmpflood
udp,3106.48,62,1.0,1,1,1,0.0,udpflood
udp,4502.8,100,0.5,1,1,1,0.0,udpflood
udp,1578.16,108,1.0,1,1,1,0.0,udpflood
tcp,0.8,74,1.0,1,1027,1,1.0,portscan
tcp,0.55,74,1.0,1,123,1,1.0,portscan
udp,4316.6,42,1.0,1,1,1,0.0,udpflood
icmp,187.96,1337,1.0,1,1,1,1.0,pingofdeath
icmp,1848.64,106,0.5,1,1,1,0.98,icmpflood
icmp,1.0,98,0.5,1,1,1,1.0,normal
tcp,0.23,58,1.0,1,2,1,1.0,normal
tcp,0.1,74,0.5,1,284,1,1.0,portscan
tcp,0.21,84,0.33,1,1079,1079,1.0,tcpsynflood
tcp,6.28,88,1.0,1,13,1,0.67,normal
tcp,5.37,1716,1.0,1,4,1,0.75,normal
tcp,0.62,142,1.0,1,3,1,1.0,normal
tcp,0.68,346,1.0,1,2,1,1.0,normal
icmp,0.5,78,0.94,9,1,1,1.0,ipsweep
icmp,20.35,1409,1.0,1,1,1,1.0,pingofdeath
icmp,0.92,98,0.82,13,1,1,1.0,ipsweep
tcp,0.78,54,0.5,1,1124,1124,1.0,tcpsynflood
tcp,0.13,54,0.33,1,1695,1695,1.0,tcpsynflood
icmp,0.62,98,0.83,10,1,1,0.88,ipsweep
tcp,0.62,54,1.0,1,621,621,1.0,tcpsynflood
icmp,0.74,75,1.0,8,1,1,1.0,ipsweep
tcp,0.62,54,1.0,1,612,612,1.0,tcpsynflood
icmp,1681.41,62,0.5,1,1,1,0.99,icmpflood
udp,1.13,42,0.5,1,1045,4,0.0,portscan
tcp,0.82,74,1.0,1,607,2,1.0,portscan
icmp,0.28,98,1.0,12,1,1,1.0,ipsweep
icmp,1711.63,42,0.25,1,1,1,1.0,icmpflood
udp,0.11,172,1.0,2,12,1,1.0,normal
tcp,1.15,81,0.33,1,214,1,0.5,portscan
tcp,0.32,54,1.0,1,404,404,1.0,tcpsynflood
icmp,24.21,1567,0.25,1,1,1,1.0,pingofdeath
udp,0.21,191,0.33,1,67,1,1.0,normal
udp,0.94,42,0.5,1,424,4,0.0,portscan
icmp,113.25,1539,1.0,1,1,1,1.0,pingofdeath
tcp,0.51,54,0.2,1,53,53,1.0,tcpsynflood
icmp,183.08,1526,1.0,1,1,1,0.98,pingofdeath
udp,878.61,72,1.0,1,1,1,0.0,udpflood
tcp,9.19,1849,1.0,1,1,1,0.8,normal
icmp,1863.31,42,0.25,1,1,1,1.0,icmpflood
tcp,0.32,54,1.0,1,2,1,0.33,normal
icmp,44.69,1359,0.14,1,1,1,1.0,pingofdeath
udp,0.25,143,1.0,1,14,1,1.0,normal
tcp,0.56,74,0.17,1,334,1,1.0,portscan
icmp,12478.5,106,0.25,1,1,1,1.0,icmpflood
tcp,15.44,1769,0.33,1,6,1,0.94,normal
udp,0.65,42,1.0,1,543,5,0.0,portscan
tcp,0.77,74,0.2,1,856,1,1.0,portscan
icmp,38.57,1420,0.5,1,1,1,1.0,pingofdeath
icmp,0.85,98,0.92,20,1,1,1.0,ipsweep
tcp,1.07,74,0.5,1,726,1,1.0,portscan
tcp,0.69,58,1.0,1,306,1,1.0,portscan
udp,0.53,42,1.0,1,620,6,0.0,portscan
icmp,105.78,1370,1.0,1,1,1,1.0,pingofdeath
tcp,0.78,54,0.33,1,139,139,1.0,tcpsynflood
tcp,0.25,818,1.0,1,7,1,1.0,normal
icmp,0.77,98,1.0,12,1,1,1.0,ipsweep
tcp,1.35,582,0.33,1,2,1,1.0,normal
tcp,1.04,54,1.0,1,1220,1220,1.0,tcpsynflood
udp,634.47,89,1.0,1,1,1,0.0,udpflood
udp,18512.08,42,1.0,1,1,1,0.0,udpflood
icmp,215.94,1576,1.0,1,1,1,0.99,pingofdeath
tcp,0.33,58,1.0,1,412,1,1.0,portscan
tcp,2.27,501,1.0,1,1,1,1.0,normal
tcp,4.37,1007,1.0,1,12,1,1.0,normal
icmp,787.42,42,1.0,1,1,1,0.97,icmpflood
icmp,0.74,98,1.0,17,1,1,1.0,ipsweep
tcp,8.24,3173,1.0,1,12,1,0.95,normal
udp,0.17,173,1.0,2,11,1,1.0,normal
udp,0.1,127,1.0,1,1,1,1.0,normal
tcp,0.93,61,0.5,1,619,619,1.0,tcpsynflood
tcp,0.12,58,1.0,1,2,1,1.0,normal
tcp,0.54,54,1.0,1,67,67,1.0,tcpsynflood
tcp,0.3,54,1.0,1,1495,1495,1.0,tcpsynflood
icmp,0.54,63,1.0,13,1,1,1.0,ipsweep
icmp,80.26,1556,1.0,1,1,1,1.0,pingofdeath
tcp,0.78,54,0.2,1,164,164,1.0,tcpsynflood
icmp,72.63,1387,0.5,1,1,1,1.0,pingofdeath
icmp,0.75,98,1.0,13,1,1,1.0,ipsweep
udp,0.51,105,1.0,1,67,1,1.0,normal
tcp,0.28,74,0.17,1,1136,1,1.0,portscan
icmp,1049.34,106,1.0,1,1,1,1.0,icmpflood
icmp,49.83,1300,1.0,1,1,1,1.0,pingofdeath
tcp,0.98,74,1.0,1,1141,1,1.0,portscan
tcp,0.29,54,0.33,1,427,427,1.0,tcpsynflood
tcp,1.21,276,0.33,1,1,1,0.77,normal
icmp,144.19,1489,1.0,1,1,1,1.0,pingofdeath
tcp,3.05,542,0.5,1,2,1,0.87,normal
udp,0.0,98,0.33,1,63,1,1.0,normal
icmp,58.6,1377,1.0,1,1,1,1.0,pingofdeath
icmp,69.72,1515,1.0,1,1,1,1.0,pingofdeath
tcp,0.45,74,0.5,1,753,1,1.0,portscan
icmp,0.82,98,0.8,8,1,1,1.0,ipsweep
icmp,0.38,98,0.8,8,1,1,1.0,ipsweep
tcp,1.04,319,0.33,1,2,1,1.0,normal
icmp,6438.49,106,0.5,1,1,1,1.0,icmpflood
tcp,4.42,563,1.0,1,1,1,1.0,normal
icmp,12866.89,106,0.33,1,1,1,1.0,icmpflood
icmp,1374.79,54,0.5,1,1,1,0.57,icmpflood
udp,0.17,161,1.0,2,11,1,1.0,normal
icmp,8.36,98,0.25,1,1,1,1.0,normal
udp,0.46,106,1.0,1,14,1,1.0,normal
icmp,475.92,42,0.2,1,1,1,0.83,icmpflood
udp,1.01,42,0.5,1,645,2,0.0,portscan
tcp,2.0,576,0.33,1,1,1,0.77,normal
icmp,1941.43,42,0.25,1,1,1,1.0,icmpflood
tcp,0.97,596,1.0,1,4,1,1.0,normal
tcp,0.52,54,0.5,1,26,26,1.0,tcpsynflood
tcp,0.89,176,0.5,1,184,1,1.0,portscan
udp,0.18,116,1.0,1,23,1,1.0,normal
tcp,0.25,74,1.0,1,547,2,1.0,portscan
icmp,5189.67,106,0.25,1,1,1,1.0,icmpflood
tcp,1.17,54,0.5,1,613,613,1.0,tcpsynflood
tcp,0.5,54,1.0,1,446,446,1.0,tcpsynflood
tcp,0.63,54,1.0,1,196,196,1.0,tcpsynflood
tcp,0.86,54,1.0,1,1,1,1.0,normal
icmp,60.38,1389,1.0,1,1,1,1.0,pingofdeath
udp,3401.32,107,0.33,1,1,1,0.0,udpflood
tcp,0.7,54,1.0,1,984,984,1.0,tcpsynflood
icmp,1.17,98,0.83,19,1,1,1.0,ipsweep
udp,17320.48,42,1.0,1,1,1,0.0,udpflood
icmp,821.91,98,0.2,1,1,1,1.0,icmpflood
icmp,62.28,1472,0.33,1,1,1,1.0,pingofdeath
udp,0.35,42,0.5,1,499,4,0.0,portscan
tcp,0.5,54,0.5,1,450,450,0.67,tcpsynflood
icmp,0.44,98,0.78,7,1,1,1.0,ipsweep
tcp,0.49,148,1.0,1,83,1,1.0,portscan
udp,1460.31,42,0.5,1,1,1,0.0,udpflood
tcp,1.14,54,1.0,1,1278,1278,1.0,tcpsynflood
icmp,1138.45,98,0.25,1,1,1,1.0,icmpflood
udp,0.13,141,1.0,1,43,1,1.0,normal
udp,4130.84,88,1.0,1,1,1,0.0,udpflood
icmp,56.46,1470,1.0,1,1,1,1.0,pingofdeath
tcp,0.27,68,1.0,1,1,1,0.75,normal
tcp,33.2,2126,1.0,1,1,1,0.92,normal
tcp,0.82,54,0.5,1,1305,1305,1.0,tcpsynflood
icmp,135.29,1452,0.2,1,1,1,1.0,pingofdeath
icmp,88.17,1537,1.0,1,1,1,1.0,pingofdeath
icmp,2345.42,42,1.0,1,1,1,0.89,icmpflood
icmp,0.55,75,0.89,8,1,1,1.0,ipsweep
udp,1798.98,62,0.5,1,1,1,0.0,udpflood
tcp,1.04,74,1.0,1,1226,1,1.0,portscan
udp,14001.32,62,1.0,1,1,1,0.0,udpflood
udp,0.73,42,0.5,1,161,7,0.0,portscan
udp,0.52,42,0.5,1,574,6,0.0,portscan
icmp,86.73,1474,1.0,1,1,1,1.0,pingofdeath
udp,13006.46,62,0.5,1,1,1,0.0,udpflood
icmp,1392.98,42,1.0,1,1,1,1.0,icmpflood
icmp,0.65,98,0.73,16,1,1,1.0,ipsweep
tcp,1.08,74,1.0,1,186,1,1.0,portscan
udp,1726.37,57,1.0,1,1,1,0.0,udpflood
tcp,0.67,74,0.5,1,144,1,1.0,portscan
tcp,0.39,630,1.0,1,5,1,1.0,normal
